staff_id,department,current_role,current_skills,target_department,target_role,required_skills,seniority_years,recent_training_hours,performance_rating,avg_salary_usd,recent_ot_hours
STF-00145,Retail Banking,Customer Service Rep,"sales_advisory,teller_ops",Retail Banking,Teller,"teller_ops,branch_management",1.5,18.0,2,740.11,1.9
STF-00146,Retail Banking,Teller,"teller_ops,sales_advisory,customer_service,branch_management",Retail Banking,Customer Service Rep,"teller_ops,sales_advisory,customer_service",0.9,17.0,3,588.63,11.0
STF-00147,Credit & Lending,Loan Officer,"data_analytics,aml_compliance,credit_risk",Digital & IT,IT Support Analyst,"data_analytics,digital_banking,wealth_management",8.1,18.0,3,761.1,7.2
STF-00148,Treasury & Markets,Markets Associate,"credit_risk,treasury_ops,data_analytics,forex_ops,sales_advisory",Treasury & Markets,Markets Associate,"treasury_ops,data_analytics,sales_advisory",6.2,21.0,2,1021.52,5.2
STF-00149,Compliance & Risk,Compliance Officer,"credit_risk,leadership,aml_compliance,cybersecurity",Private & Wealth,Wealth Advisor,"customer_service,sales_advisory,leadership",7.8,13.0,1,772.1,9.0
STF-00150,Digital & IT,Digital Banking Officer,"it_support,data_analytics,treasury_ops",Digital & IT,Systems Administrator,"data_analytics,digital_banking,wealth_management",16.5,6.0,3,857.94,4.3
STF-00151,Retail Banking,Branch Officer,"sales_advisory,customer_service",Retail Banking,Teller,"branch_management,sales_advisory,customer_service",4.2,7.0,2,780.67,5.2
STF-00152,Private & Wealth,Relationship Manager,"customer_service,sales_advisory",Digital & IT,IT Support Analyst,"data_analytics,it_support",10.6,24.0,2,836.24,2.8
STF-00153,Digital & IT,Systems Administrator,"cybersecurity,digital_banking,it_support,branch_management",Compliance & Risk,Compliance Officer,"aml_compliance,credit_risk,sales_advisory",8.5,13.0,3,649.07,7.3
STF-00154,Private & Wealth,Relationship Manager,"customer_service,leadership,wealth_management,sales_advisory",Treasury & Markets,FX Dealer,"credit_risk,forex_ops,data_analytics,treasury_ops",1.6,30.0,2,836.08,9.3
STF-00155,Private & Wealth,Relationship Manager,"wealth_management,customer_service,leadership,sales_advisory,data_analytics",Private & Wealth,Private Banker,"leadership,customer_service,sales_advisory",2.5,20.0,4,928.76,7.5
STF-00156,Digital & IT,IT Support Analyst,"data_analytics,cybersecurity,digital_banking,it_support",Digital & IT,Digital Banking Officer,"it_support,digital_banking,sales_advisory",4.3,16.0,2,821.64,9.6
STF-00157,Digital & IT,IT Support Analyst,"digital_banking,it_support",Retail Banking,Branch Officer,"customer_service,sales_advisory,forex_ops",1.8,22.0,3,891.1,0.0
STF-00158,Retail Banking,Customer Service Rep,"branch_management,teller_ops,customer_service,digital_banking",Retail Banking,Branch Officer,"branch_management,sales_advisory,customer_service",7.2,9.0,2,913.86,7.7
STF-00159,Private & Wealth,Wealth Advisor,"sales_advisory,wealth_management,leadership,customer_service",Private & Wealth,Private Banker,"customer_service,wealth_management,sales_advisory",3.5,20.0,3,690.42,4.3
STF-00160,Treasury & Markets,FX Dealer,"forex_ops,data_analytics",Compliance & Risk,Compliance Officer,"cybersecurity,leadership,aml_compliance,teller_ops",2.7,16.0,2,782.43,5.4
STF-00161,Private & Wealth,Wealth Advisor,"wealth_management,sales_advisory,leadership,customer_service",Compliance & Risk,Compliance Officer,"aml_compliance,leadership,cybersecurity",4.1,12.0,3,757.76,7.5
STF-00162,Credit & Lending,Credit Analyst,"credit_risk,data_analytics,leadership",Digital & IT,Digital Banking Officer,"digital_banking,cybersecurity",2.0,10.0,3,651.87,13.5
STF-00163,Digital & IT,Systems Administrator,"cybersecurity,data_analytics,digital_banking",Digital & IT,Systems Administrator,"cybersecurity,it_support,data_analytics",1.5,12.0,2,661.71,7.1
STF-00164,Compliance & Risk,Risk Analyst,"cybersecurity,credit_risk,leadership",Compliance & Risk,AML Investigator,"credit_risk,leadership,it_support",3.0,33.0,3,722.17,5.3
STF-00165,Digital & IT,Systems Administrator,"data_analytics,it_support",Treasury & Markets,Treasury Analyst,"treasury_ops,data_analytics,leadership",1.2,11.0,3,723.1,8.3
STF-00166,Retail Banking,Teller,"branch_management,customer_service,sales_advisory",Retail Banking,Branch Officer,"sales_advisory,teller_ops",5.6,26.0,3,847.87,1.0
STF-00167,Retail Banking,Customer Service Rep,"teller_ops,branch_management,sales_advisory,customer_service,leadership",Retail Banking,Customer Service Rep,"branch_management,customer_service,sales_advisory",3.0,20.0,4,1116.26,5.8
STF-00168,Digital & IT,Digital Banking Officer,"digital_banking,cybersecurity,it_support,data_analytics",Credit & Lending,Loan Officer,"loan_underwriting,aml_compliance",2.8,15.0,3,716.55,5.4
STF-00169,Compliance & Risk,Risk Analyst,"credit_risk,cybersecurity",Credit & Lending,Underwriter,"data_analytics,credit_risk",3.8,15.0,4,685.87,8.3
STF-00170,Private & Wealth,Wealth Advisor,"leadership,customer_service,sales_advisory",Compliance & Risk,Compliance Officer,"leadership,aml_compliance",5.5,21.0,3,655.14,7.4
STF-00171,Private & Wealth,Private Banker,"wealth_management,customer_service,forex_ops",Private & Wealth,Private Banker,"customer_service,leadership,sales_advisory",1.3,24.0,3,588.94,4.8
STF-00172,Treasury & Markets,FX Dealer,"treasury_ops,data_analytics,sales_advisory",Treasury & Markets,FX Dealer,"data_analytics,treasury_ops",6.1,17.0,3,728.35,1.8
STF-00173,Private & Wealth,Wealth Advisor,"customer_service,leadership",Compliance & Risk,Compliance Officer,"leadership,aml_compliance,sales_advisory",7.1,27.0,4,950.82,7.3
STF-00174,Digital & IT,Digital Banking Officer,"it_support,data_analytics,digital_banking,cybersecurity,leadership",Digital & IT,Digital Banking Officer,"cybersecurity,it_support,digital_banking",8.6,12.0,3,990.3,18.5
STF-00175,Digital & IT,IT Support Analyst,"it_support,data_analytics,treasury_ops",Treasury & Markets,FX Dealer,"treasury_ops,credit_risk,forex_ops,branch_management",6.7,8.0,3,835.62,4.9
STF-00176,Digital & IT,Systems Administrator,"digital_banking,it_support,cybersecurity",Treasury & Markets,Markets Associate,"treasury_ops,data_analytics,forex_ops",10.8,12.0,2,720.74,13.3
STF-00177,Credit & Lending,Loan Officer,"loan_underwriting,data_analytics",Credit & Lending,Loan Officer,"credit_risk,aml_compliance,data_analytics",1.4,15.0,2,861.28,4.6
STF-00178,Credit & Lending,Loan Officer,"loan_underwriting,aml_compliance,wealth_management",Treasury & Markets,Treasury Analyst,"data_analytics,forex_ops,credit_risk",4.2,16.0,4,888.0,8.4
STF-00179,Compliance & Risk,Risk Analyst,"aml_compliance,credit_risk",Compliance & Risk,Risk Analyst,"cybersecurity,credit_risk,branch_management",0.9,22.0,3,588.89,8.3
STF-00180,Treasury & Markets,FX Dealer,"credit_risk,forex_ops,sales_advisory",Treasury & Markets,FX Dealer,"forex_ops,data_analytics",4.5,16.0,3,706.2,8.6
STF-00181,Compliance & Risk,Compliance Officer,"aml_compliance,credit_risk,cybersecurity",Digital & IT,Digital Banking Officer,"it_support,data_analytics,digital_banking,teller_ops",3.3,11.0,4,761.25,7.9
STF-00182,Treasury & Markets,Markets Associate,"treasury_ops,forex_ops,credit_risk,data_analytics",Compliance & Risk,Compliance Officer,"leadership,credit_risk,aml_compliance",3.1,17.0,4,811.94,6.6
STF-00183,Compliance & Risk,Risk Analyst,"credit_risk,cybersecurity,aml_compliance,leadership,digital_banking",Compliance & Risk,Risk Analyst,"cybersecurity,leadership,aml_compliance",2.5,20.0,3,779.5,5.4
STF-00184,Private & Wealth,Relationship Manager,"sales_advisory,leadership,customer_service,wealth_management",Private & Wealth,Wealth Advisor,"leadership,sales_advisory",1.2,17.0,5,750.75,7.1
STF-00185,Treasury & Markets,FX Dealer,"credit_risk,forex_ops,data_analytics",Treasury & Markets,FX Dealer,"treasury_ops,forex_ops,data_analytics",4.9,20.0,3,825.51,6.0
STF-00186,Digital & IT,Digital Banking Officer,"it_support,digital_banking,cybersecurity,data_analytics",Digital & IT,IT Support Analyst,"it_support,digital_banking",3.1,17.0,2,688.52,8.6
STF-00187,Compliance & Risk,AML Investigator,"aml_compliance,leadership,cybersecurity,branch_management",Compliance & Risk,Risk Analyst,"leadership,aml_compliance,cybersecurity",3.0,14.0,3,671.15,10.4
STF-00188,Treasury & Markets,Treasury Analyst,"credit_risk,forex_ops",Treasury & Markets,FX Dealer,"treasury_ops,forex_ops,loan_underwriting",6.1,13.0,4,717.83,10.0
STF-00189,Digital & IT,IT Support Analyst,"it_support,cybersecurity,data_analytics,digital_banking",Digital & IT,Systems Administrator,"cybersecurity,data_analytics,it_support,treasury_ops",13.3,23.0,4,1129.36,6.5
STF-00190,Retail Banking,Branch Supervisor,"sales_advisory,teller_ops",Retail Banking,Teller,"sales_advisory,teller_ops",4.9,21.0,3,883.55,6.1
STF-00191,Private & Wealth,Relationship Manager,"customer_service,leadership",Private & Wealth,Wealth Advisor,"wealth_management,leadership,data_analytics",4.9,15.0,2,825.54,4.3
STF-00192,Compliance & Risk,Compliance Officer,"aml_compliance,credit_risk,cybersecurity,forex_ops",Compliance & Risk,AML Investigator,"aml_compliance,credit_risk,leadership",5.6,20.0,3,839.03,4.8
STF-00193,Compliance & Risk,Compliance Officer,"aml_compliance,leadership,digital_banking",Treasury & Markets,Treasury Analyst,"forex_ops,data_analytics,treasury_ops",1.8,25.0,2,885.92,5.2
STF-00194,Credit & Lending,Credit Analyst,"data_analytics,credit_risk,loan_underwriting",Compliance & Risk,Risk Analyst,"leadership,cybersecurity,aml_compliance,sales_advisory",4.6,20.0,3,713.05,7.3
STF-00195,Treasury & Markets,FX Dealer,"credit_risk,forex_ops",Digital & IT,IT Support Analyst,"data_analytics,it_support,cybersecurity",5.0,13.0,2,721.0,11.0
STF-00196,Digital & IT,Systems Administrator,"it_support,data_analytics,digital_banking,cybersecurity,sales_advisory",Credit & Lending,Credit Analyst,"data_analytics,credit_risk,teller_ops",2.3,26.0,2,896.87,9.9
STF-00197,Compliance & Risk,Risk Analyst,"credit_risk,leadership,aml_compliance",Compliance & Risk,Compliance Officer,"cybersecurity,aml_compliance,teller_ops",7.7,15.0,4,829.47,2.8
STF-00198,Retail Banking,Branch Officer,"customer_service,sales_advisory,teller_ops",Digital & IT,IT Support Analyst,"it_support,data_analytics,digital_banking,wealth_management",1.9,25.0,2,729.22,8.9
STF-00199,Credit & Lending,Underwriter,"credit_risk,aml_compliance,loan_underwriting,data_analytics",Credit & Lending,Underwriter,"credit_risk,aml_compliance,loan_underwriting",3.0,15.0,4,707.66,2.2
STF-00200,Credit & Lending,Credit Analyst,"data_analytics,aml_compliance,loan_underwriting,credit_risk",Compliance & Risk,Risk Analyst,"cybersecurity,leadership",7.2,13.0,2,939.36,6.4
STF-00201,Treasury & Markets,Markets Associate,"treasury_ops,forex_ops,credit_risk,data_analytics,aml_compliance",Digital & IT,IT Support Analyst,"cybersecurity,it_support,data_analytics",3.8,17.0,3,762.87,3.3
STF-00202,Retail Banking,Branch Supervisor,"teller_ops,branch_management,sales_advisory,customer_service,it_support",Retail Banking,Customer Service Rep,"customer_service,branch_management,teller_ops",4.0,9.0,3,700.37,13.6
STF-00203,Private & Wealth,Private Banker,"sales_advisory,customer_service",Retail Banking,Branch Officer,"branch_management,customer_service,teller_ops,loan_underwriting",1.6,18.0,2,635.86,8.2
STF-00204,Private & Wealth,Private Banker,"sales_advisory,leadership,customer_service",Private & Wealth,Private Banker,"customer_service,leadership,wealth_management,forex_ops",2.7,17.0,3,736.77,6.2
STF-00205,Retail Banking,Teller,"branch_management,sales_advisory,teller_ops",Retail Banking,Customer Service Rep,"teller_ops,customer_service",1.3,26.0,3,606.08,0.0
STF-00206,Digital & IT,IT Support Analyst,"data_analytics,it_support",Private & Wealth,Private Banker,"wealth_management,customer_service,sales_advisory",0.9,20.0,3,848.23,3.8
STF-00207,Credit & Lending,Credit Analyst,"credit_risk,aml_compliance",Compliance & Risk,AML Investigator,"aml_compliance,cybersecurity",1.5,23.0,1,704.73,0.0
STF-00208,Digital & IT,Systems Administrator,"data_analytics,digital_banking,cybersecurity,it_support",Private & Wealth,Relationship Manager,"leadership,sales_advisory",7.1,27.0,2,930.17,12.6
STF-00209,Retail Banking,Branch Officer,"customer_service,branch_management,credit_risk",Compliance & Risk,AML Investigator,"aml_compliance,credit_risk,cybersecurity",8.7,19.0,3,971.54,1.7
STF-00210,Retail Banking,Teller,"teller_ops,branch_management,customer_service,cybersecurity",Compliance & Risk,AML Investigator,"leadership,cybersecurity,treasury_ops",9.8,9.0,1,1053.2,6.3
STF-00211,Compliance & Risk,Compliance Officer,"aml_compliance,credit_risk,leadership,cybersecurity",Compliance & Risk,AML Investigator,"cybersecurity,aml_compliance,leadership",3.0,21.0,2,732.25,5.3
STF-00212,Digital & IT,Digital Banking Officer,"cybersecurity,it_support,data_analytics,digital_banking,treasury_ops",Private & Wealth,Wealth Advisor,"leadership,sales_advisory,data_analytics",2.0,21.0,3,921.15,3.4
STF-00213,Private & Wealth,Private Banker,"customer_service,sales_advisory,wealth_management,leadership",Private & Wealth,Wealth Advisor,"customer_service,wealth_management,sales_advisory",2.4,16.0,2,561.91,3.1
STF-00214,Digital & IT,Systems Administrator,"data_analytics,digital_banking,cybersecurity",Private & Wealth,Wealth Advisor,"leadership,sales_advisory,customer_service",3.1,18.0,3,603.34,6.2
STF-00215,Digital & IT,Systems Administrator,"cybersecurity,digital_banking",Digital & IT,Digital Banking Officer,"cybersecurity,digital_banking,it_support",11.8,23.0,2,863.76,2.9
STF-00216,Treasury & Markets,Markets Associate,"data_analytics,treasury_ops,forex_ops",Treasury & Markets,Markets Associate,"data_analytics,forex_ops,treasury_ops",7.5,19.0,4,745.6,8.9
STF-00217,Retail Banking,Teller,"sales_advisory,teller_ops,wealth_management",Private & Wealth,Wealth Advisor,"leadership,sales_advisory,data_analytics",1.6,17.0,3,653.56,7.7
STF-00218,Treasury & Markets,FX Dealer,"data_analytics,treasury_ops",Credit & Lending,Loan Officer,"aml_compliance,credit_risk,treasury_ops",5.6,10.0,2,917.05,5.3
STF-00219,Compliance & Risk,Compliance Officer,"aml_compliance,leadership,cybersecurity",Retail Banking,Teller,"teller_ops,sales_advisory,customer_service,cybersecurity",7.2,25.0,3,703.77,6.3
STF-00220,Retail Banking,Teller,"branch_management,sales_advisory,teller_ops,customer_service,loan_underwriting",Private & Wealth,Wealth Advisor,"leadership,sales_advisory",3.5,19.0,3,848.42,4.2
STF-00221,Credit & Lending,Loan Officer,"credit_risk,loan_underwriting,teller_ops",Credit & Lending,Underwriter,"credit_risk,loan_underwriting,data_analytics",9.3,11.0,3,999.78,5.0
STF-00222,Retail Banking,Teller,"branch_management,sales_advisory,customer_service,credit_risk",Retail Banking,Branch Supervisor,"branch_management,customer_service",0.5,18.0,2,716.44,14.3
STF-00223,Compliance & Risk,AML Investigator,"aml_compliance,cybersecurity,credit_risk,leadership,branch_management",Compliance & Risk,Compliance Officer,"leadership,credit_risk,cybersecurity,wealth_management",1.7,10.0,3,670.95,0.0
STF-00224,Compliance & Risk,Risk Analyst,"leadership,cybersecurity,credit_risk",Digital & IT,IT Support Analyst,"it_support,digital_banking",4.8,21.0,3,749.57,12.9
STF-00225,Retail Banking,Teller,"branch_management,sales_advisory,customer_service",Credit & Lending,Underwriter,"loan_underwriting,data_analytics,aml_compliance",4.9,12.0,3,813.09,5.3
STF-00226,Treasury & Markets,FX Dealer,"treasury_ops,data_analytics,forex_ops",Treasury & Markets,FX Dealer,"forex_ops,credit_risk,data_analytics",2.8,19.0,2,450.85,12.3
STF-00227,Retail Banking,Branch Officer,"branch_management,sales_advisory,wealth_management",Retail Banking,Customer Service Rep,"sales_advisory,customer_service,branch_management,loan_underwriting",2.6,19.0,2,683.64,4.7
STF-00228,Treasury & Markets,FX Dealer,"treasury_ops,forex_ops,data_analytics,credit_risk",Treasury & Markets,Treasury Analyst,"forex_ops,treasury_ops,data_analytics",2.7,21.0,5,668.97,8.0
STF-00229,Private & Wealth,Private Banker,"sales_advisory,customer_service,leadership,wealth_management",Compliance & Risk,Risk Analyst,"cybersecurity,aml_compliance,credit_risk",6.3,26.0,4,797.49,3.6
STF-00230,Compliance & Risk,Compliance Officer,"leadership,aml_compliance,cybersecurity,credit_risk,loan_underwriting",Digital & IT,IT Support Analyst,"cybersecurity,data_analytics,digital_banking",7.5,22.0,1,965.17,7.0
STF-00231,Treasury & Markets,Markets Associate,"data_analytics,credit_risk,treasury_ops",Treasury & Markets,Markets Associate,"forex_ops,treasury_ops,data_analytics",10.4,22.0,2,1019.81,6.6
STF-00232,Credit & Lending,Underwriter,"credit_risk,data_analytics,aml_compliance,loan_underwriting,cybersecurity",Credit & Lending,Underwriter,"loan_underwriting,data_analytics",9.5,16.0,3,746.9,12.8
STF-00233,Retail Banking,Branch Supervisor,"customer_service,sales_advisory,branch_management",Digital & IT,Digital Banking Officer,"it_support,cybersecurity,digital_banking",13.8,19.0,3,985.51,9.1
STF-00234,Treasury & Markets,Treasury Analyst,"data_analytics,treasury_ops,forex_ops,credit_risk",Treasury & Markets,FX Dealer,"treasury_ops,data_analytics,cybersecurity",8.9,9.0,3,1046.52,9.8
